,dataset,num_kernels,accuracy_mean,accuracy_std
459,UWaveGestureLibraryX,2500,0.8491066443327749,0.0025287955068580923
460,UWaveGestureLibraryX,5000,0.8526242322724734,0.0020032532887671946
461,UWaveGestureLibraryX,10000,0.855499720826354,0.001334204706348237
462,UWaveGestureLibraryY,100,0.7204075935231714,0.006205258387942295
463,UWaveGestureLibraryY,500,0.7543830262423228,0.002092126632629293
464,UWaveGestureLibraryY,1000,0.7659408151870464,0.0025592778640683086
465,UWaveGestureLibraryY,2500,0.767783361250698,0.004144200896485432
466,UWaveGestureLibraryY,5000,0.7726130653266331,0.0014357778749998662
467,UWaveGestureLibraryY,10000,0.7785036292573981,0.0015949588896801454
468,UWaveGestureLibraryZ,100,0.7313791178112786,0.0101281182297025
469,UWaveGestureLibraryZ,500,0.7726968174204355,0.004189093351625397
470,UWaveGestureLibraryZ,1000,0.781462869905081,0.003592130677044505
471,UWaveGestureLibraryZ,2500,0.7818816303740928,0.0021877312337761088
472,UWaveGestureLibraryZ,5000,0.7907872696817421,0.001473021324206916
473,UWaveGestureLibraryZ,10000,0.7949748743718593,0.0014835656343480238
474,Wafer,100,0.9967391304347828,0.0012343523401445145
475,Wafer,500,0.9972420506164829,0.00171843772574501
476,Wafer,1000,0.9976476314081767,0.0007513650990856023
477,Wafer,2500,0.998069435431538,0.0004068765802720576
478,Wafer,5000,0.9982478909798832,0.00031458013351178357
479,Wafer,10000,0.9982803374432188,0.0002635963142321959
480,Wine,100,0.6944444444444444,0.05870691660795317
481,Wine,500,0.7703703703703703,0.039020939825380525
482,Wine,1000,0.8,0.021596118129056652
483,Wine,2500,0.8111111111111111,0.04444444444444443
484,Wine,5000,0.8222222222222223,0.031207962122875396
485,Wine,10000,0.8055555555555556,0.025187908349510072
486,WordSynonyms,100,0.636050156739812,0.031023398166114123
487,WordSynonyms,500,0.7139498432601881,0.004818315407191036
488,WordSynonyms,1000,0.7355799373040752,0.004808107100369259
489,WordSynonyms,2500,0.7481191222570532,0.0035776527305684293
490,WordSynonyms,5000,0.7521943573667711,0.006739811912225718
491,WordSynonyms,10000,0.75,0.002551539278385539
492,Worms,100,0.6844155844155845,0.037662337662337675
493,Worms,500,0.7428571428571429,0.02892345123548064
494,Worms,1000,0.7363636363636364,0.019306582788725338
495,Worms,2500,0.7155844155844157,0.010787823198594906
496,Worms,5000,0.7311688311688312,0.008315745762899807
497,Worms,10000,0.7324675324675326,0.008614609845078962
498,WormsTwoClass,100,0.7896103896103897,0.028334317180871996
499,WormsTwoClass,500,0.7844155844155845,0.026741896470096112
500,WormsTwoClass,1000,0.7857142857142857,0.024811653473432217
501,WormsTwoClass,2500,0.7896103896103897,0.022343701992318492
502,WormsTwoClass,5000,0.8,0.01446172561774032
503,WormsTwoClass,10000,0.8051948051948052,0.01005969700313615
504,Yoga,100,0.7912,0.011859548426853744
505,Yoga,500,0.8781666666666667,0.008039140363109596
506,Yoga,1000,0.8912000000000001,0.005700292390161506
507,Yoga,2500,0.8977,0.0045152826907933225
508,Yoga,5000,0.9074,0.002950706130177422
509,Yoga,10000,0.9101666666666667,0.004369719034954592
